,Location (coordinates in km as measured from the southwest corner of the city),,,,Transition matrix: ith row and jth column gives p_{ij}. So row sums are 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2.833,1.833,15,12.97328728,0,0,0,0,0,0.001946836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001946836,0.003791919,0.001946836,0,0,0,0,0,0,0,0,0,0,0,0.001946836,0.003791919,0.00738565,0.003791919,0.001946836,0,0,0,0,0,0,0,0,0,0.001946836,0.003791919,0.00738565,0.014385282,0.00738565,0.003791919,0.001946836,0,0,0,0,0,0,0,0.003893672,0.003791919,0.00738565,0.014385282,0.009642743,0.028770564,0.00738565,0.015167676,0.001946836,0,0,0,0,0,0.001946836,0.003791919,0.00738565,0.014385282,0.009642743,0.004950749,0.009642743,0.014385282,0.00738565,0.007583838,0.001946836,0,0,0,0,0.003791919,0.00738565,0.014385282,0.009642743,0.004950749,0.002541799,0.004950749,0.009642743,0.014385282,0.00738565,0.003791919,0.001946836,0,0,0,0.00738565,0.014385282,0.009642743,0.004950749,0.010167198,0,0.002541799,0.004950749,0.009642743,0.014385282,0.00738565,0.003791919,0.001946836,0,0,0.014385282,0.009642743,0.009901498,0.002541799,0,0.032874132,0,0.002541799,0.004950749,0.009642743,0.014385282,0.00738565,0.003791919,0.001946836,0,0.00738565,0.014385282,0.009642743,0.004950749,0.002541799,0,0.002541799,0.004950749,0.009642743,0.014385282,0.0147713,0.003791919,0.001946836,0,0,0.003791919,0.00738565,0.014385282,0.009642743,0.004950749,0.002541799,0.004950749,0.019285485,0.014385282,0.00738565,0.003791919,0.001946836,0,0,0,0.001946836,0.003791919,0.00738565,0.014385282,0.009642743,0.004950749,0.009642743,0.014385282,0.00738565,0.003791919,0.001946836,0,0,0,0,0,0.001946836,0.003791919,0.0295426,0.014385282,0.009642743,0.057541127,0.00738565,0.015167676,0.001946836,0,0,0,0,0,0,0,0.001946836,0.003791919,0.00738565,0.014385282,0.00738565,0.003791919,0.001946836,0,0,0,0,0,0,0,0,0,0.001946836,0.003791919,0.00738565,0.003791919,0.001946836,0,0,0,0,0,0,0
127,2.833,2.167,15,12.17614911,0,0,0,0,0,0,0.001882211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001882211,0.003666046,0.001882211,0,0,0,0,0,0,0,0,0,0,0,0.001882211,0.003666046,0.007140482,0.003666046,0.001882211,0,0,0,0,0,0,0,0,0,0.001882211,0.003666046,0.007140482,0.01390776,0.007140482,0.003666046,0.001882211,0,0,0,0,0,0,0,0.001882211,0.003666046,0.007140482,0.01390776,0.018645301,0.01390776,0.028561928,0.003666046,0.001882211,0,0,0,0,0,0.001882211,0.003666046,0.007140482,0.01390776,0.00932265,0.004786408,0.00932265,0.01390776,0.014280964,0.003666046,0.007528843,0,0,0,0.001882211,0.003666046,0.007140482,0.01390776,0.00932265,0.004786408,0.002457424,0.004786408,0.00932265,0.01390776,0.007140482,0.003666046,0.003764421,0,0,0.003666046,0.007140482,0.01390776,0.00932265,0.019145633,0.002457424,0,0.002457424,0.004786408,0.00932265,0.01390776,0.007140482,0.003666046,0.001882211,0,0.007140482,0.01390776,0.018645301,0.004786408,0.002457424,0,0.03178287,0,0.002457424,0.004786408,0.00932265,0.01390776,0.007140482,0.003666046,0.001882211,0.003666046,0.007140482,0.01390776,0.00932265,0.004786408,0.002457424,0,0.002457424,0.004786408,0.00932265,0.02781552,0.007140482,0.003666046,0.001882211,0,0.001882211,0.003666046,0.007140482,0.01390776,0.00932265,0.004786408,0.002457424,0.009572817,0.00932265,0.01390776,0.007140482,0.003666046,0.001882211,0,0,0,0.001882211,0.003666046,0.007140482,0.01390776,0.00932265,0.004786408,0.00932265,0.01390776,0.007140482,0.003666046,0.001882211,0,0,0,0,0,0.001882211,0.014664183,0.007140482,0.01390776,0.037290601,0.01390776,0.028561928,0.003666046,0.001882211,0,0,0,0,0,0,0,0.001882211,0.003666046,0.007140482,0.01390776,0.007140482,0.003666046,0.001882211,0,0,0,0,0,0,0,0,0,0.001882211,0.003666046,0.007140482,0.003666046,0.001882211,0,0,0,0,0,0
128,2.833,2.500,15,12.94927061,0,0,0,0,0,0,0,0.001726847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001726847,0.003363438,0.001726847,0,0,0,0,0,0,0,0,0,0,0,0.001726847,0.003363438,0.006551082,0.003363438,0.001726847,0,0,0,0,0,0,0,0,0,0.001726847,0.003363438,0.006551082,0.012759766,0.006551082,0.003363438,0.001726847,0,0,0,0,0,0,0,0.001726847,0.003363438,0.006551082,0.025519532,0.008553127,0.051039063,0.006551082,0.003363438,0.001726847,0,0,0,0,0,0.001726847,0.003363438,0.006551082,0.012759766,0.008553127,0.004391322,0.008553127,0.025519532,0.006551082,0.013453751,0.001726847,0,0,0,0.001726847,0.003363438,0.006551082,0.012759766,0.008553127,0.004391322,0.00225458,0.004391322,0.008553127,0.012759766,0.006551082,0.006726875,0.006907386,0,0.001726847,0.003363438,0.006551082,0.012759766,0.034212507,0.004391322,0.00225458,0,0.00225458,0.004391322,0.008553127,0.012759766,0.006551082,0.003363438,0.001726847,0.003363438,0.006551082,0.025519532,0.008553127,0.004391322,0.00225458,0,0.029159403,0,0.00225458,0.004391322,0.008553127,0.012759766,0.006551082,0.003363438,0.001726847,0.003363438,0.006551082,0.012759766,0.008553127,0.004391322,0.00225458,0,0.00225458,0.004391322,0.017106254,0.012759766,0.006551082,0.003363438,0.001726847,0,0.001726847,0.003363438,0.006551082,0.012759766,0.008553127,0.004391322,0.004509159,0.004391322,0.008553127,0.012759766,0.006551082,0.003363438,0.001726847,0,0,0,0.001726847,0.003363438,0.006551082,0.012759766,0.008553127,0.004391322,0.008553127,0.012759766,0.006551082,0.003363438,0.001726847,0,0,0,0,0,0.006907386,0.003363438,0.006551082,0.051039063,0.008553127,0.051039063,0.006551082,0.003363438,0.001726847,0,0,0,0,0,0,0,0.001726847,0.003363438,0.006551082,0.012759766,0.006551082,0.003363438,0.001726847,0,0,0,0,0,0,0,0,0,0.001726847,0.003363438,0.006551082,0.003363438,0.001726847,0,0,0,0,0
129,2.833,2.833,15,11.10807672,0,0,0,0,0,0,0,0,0.0017938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017938,0.003493845,0.0017938,0,0,0,0,0,0,0,0,0,0,0,0.0017938,0.003493845,0.006805082,0.003493845,0.0017938,0,0,0,0,0,0,0,0,0,0.0017938,0.003493845,0.006805082,0.013254489,0.006805082,0.003493845,0.0017938,0,0,0,0,0,0,0,0.0017938,0.003493845,0.013610163,0.013254489,0.035538999,0.013254489,0.006805082,0.003493845,0.0017938,0,0,0,0,0,0.0017938,0.003493845,0.006805082,0.013254489,0.00888475,0.004561583,0.0177695,0.013254489,0.027220327,0.003493845,0.0017938,0,0,0,0.0017938,0.003493845,0.006805082,0.013254489,0.00888475,0.004561583,0.002341995,0.004561583,0.00888475,0.013254489,0.013610163,0.013975382,0.0017938,0,0.0017938,0.003493845,0.006805082,0.053017957,0.00888475,0.004561583,0.002341995,0,0.002341995,0.004561583,0.00888475,0.013254489,0.006805082,0.003493845,0.0017938,0.003493845,0.013610163,0.013254489,0.00888475,0.004561583,0.002341995,0,0.030289976,0,0.002341995,0.004561583,0.00888475,0.013254489,0.006805082,0,0.0017938,0.003493845,0.006805082,0.013254489,0.00888475,0.004561583,0.002341995,0,0.002341995,0.009123165,0.00888475,0.013254489,0.006805082,0.003493845,0,0,0.0017938,0.003493845,0.006805082,0.013254489,0.00888475,0.009123165,0.002341995,0.004561583,0.00888475,0.013254489,0.006805082,0.003493845,0.0017938,0,0,0,0.0017938,0.003493845,0.006805082,0.013254489,0.00888475,0.004561583,0.00888475,0.013254489,0.006805082,0.003493845,0.0017938,0,0,0,0,0,0.0017938,0.003493845,0.027220327,0.013254489,0.035538999,0.013254489,0.006805082,0.003493845,0.0071752,0,0,0,0,0,0,0,0.0017938,0.003493845,0.006805082,0.013254489,0.006805082,0.003493845,0.0017938,0,0,0,0,0,0,0,0,0,0.0017938,0.003493845,0.006805082,0.003493845,0.0017938,0,0,0,0
130,2.833,3.167,15,13.10778886,0,0,0,0,0,0,0,0,0,0.001770187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001770187,0.003447853,0.001770187,0,0,0,0,0,0,0,0,0,0,0,0.001770187,0.003447853,0.006715501,0.003447853,0.001770187,0,0,0,0,0,0,0,0,0,0.001770187,0.003447853,0.006715501,0.01308001,0.006715501,0.003447853,0.001770187,0,0,0,0,0,0,0,0.001770187,0.006895707,0.006715501,0.052320042,0.008767793,0.01308001,0.006715501,0.003447853,0.001770187,0,0,0,0,0,0.001770187,0.003447853,0.006715501,0.01308001,0.008767793,0.00900307,0.008767793,0.052320042,0.006715501,0.003447853,0.001770187,0,0,0,0.001770187,0.003447853,0.006715501,0.01308001,0.008767793,0.004501535,0.002311165,0.004501535,0.008767793,0.026160021,0.026862005,0.003447853,0,0,0.001770187,0.003447853,0.026862005,0.01308001,0.008767793,0.004501535,0.002311165,0,0.002311165,0.004501535,0.008767793,0.01308001,0.006715501,0,0.001770187,0.006895707,0.006715501,0.01308001,0.008767793,0.004501535,0.002311165,0,0.029891246,0,0.002311165,0.004501535,0.008767793,0.01308001,0,0,0.001770187,0.003447853,0.006715501,0.01308001,0.008767793,0.004501535,0.002311165,0,0.00462233,0.004501535,0.008767793,0.01308001,0.006715501,0,0,0,0.001770187,0.003447853,0.006715501,0.01308001,0.017535586,0.004501535,0.002311165,0.004501535,0.008767793,0.01308001,0.006715501,0.003447853,0,0,0,0,0.001770187,0.003447853,0.006715501,0.01308001,0.008767793,0.004501535,0.008767793,0.01308001,0.006715501,0.003447853,0.001770187,0,0,0,0,0,0.001770187,0.013791413,0.006715501,0.052320042,0.008767793,0.01308001,0.006715501,0.013791413,0.001770187,0,0,0,0,0,0,0,0.001770187,0.003447853,0.006715501,0.01308001,0.006715501,0.003447853,0.003540374,0,0,0,0,0,0,0,0,0,0.001770187,0.003447853,0.006715501,0.003447853,0.001770187,0,0,0
131,2.833,3.500,15,12.04154272,0,0,0,0,0,0,0,0,0,0,0.001903821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001903821,0.003708137,0.001903821,0,0,0,0,0,0,0,0,0,0,0,0.001903821,0.003708137,0.007222464,0.003708137,0.001903821,0,0,0,0,0,0,0,0,0,0.001903821,0.003708137,0.007222464,0.014067439,0.007222464,0.003708137,0.001903821,0,0,0,0,0,0,0,0.003807642,0.003708137,0.028889855,0.014067439,0.009429686,0.014067439,0.007222464,0.003708137,0.001903821,0,0,0,0,0,0.001903821,0.003708137,0.007222464,0.014067439,0.018859372,0.004841362,0.037718745,0.014067439,0.007222464,0.003708137,0,0,0,0,0.001903821,0.003708137,0.007222464,0.014067439,0.009429686,0.004841362,0.002485638,0.004841362,0.018859372,0.056269755,0.007222464,0,0,0,0.001903821,0.014832546,0.007222464,0.014067439,0.009429686,0.004841362,0.002485638,0,0.002485638,0.004841362,0.009429686,0.014067439,0,0,0.003807642,0.003708137,0.007222464,0.014067439,0.009429686,0.004841362,0.002485638,0,0.032147778,0,0.002485638,0.004841362,0.009429686,0,0,0,0.001903821,0.003708137,0.007222464,0.014067439,0.009429686,0.004841362,0.002485638,0,0.002485638,0.004841362,0.009429686,0.014067439,0,0,0,0,0.001903821,0.003708137,0.007222464,0.028134877,0.009429686,0.004841362,0.002485638,0.004841362,0.009429686,0.014067439,0.007222464,0,0,0,0,0,0.001903821,0.003708137,0.007222464,0.014067439,0.009429686,0.004841362,0.009429686,0.014067439,0.007222464,0.003708137,0,0,0,0,0,0,0.007615283,0.003708137,0.028889855,0.014067439,0.009429686,0.014067439,0.028889855,0.003708137,0.003807642,0,0,0,0,0,0,0,0.001903821,0.003708137,0.007222464,0.014067439,0.007222464,0.007416273,0.003807642,0,0,0,0,0,0,0,0,0,0.001903821,0.003708137,0.007222464,0.003708137,0.001903821,0,0
132,2.833,3.833,15,12.27943665,0,0,0,0,0,0,0,0,0,0,0,0.004229651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002114825,0.004119118,0.004229651,0,0,0,0,0,0,0,0,0,0,0,0.002114825,0.004119118,0.008022945,0.004119118,0.002114825,0,0,0,0,0,0,0,0,0,0.002114825,0.004119118,0.008022945,0.015626564,0.008022945,0.004119118,0.002114825,0,0,0,0,0,0,0,0.002114825,0.01647647,0.008022945,0.015626564,0.010474799,0.015626564,0.008022945,0.004119118,0,0,0,0,0,0,0.002114825,0.004119118,0.008022945,0.031253128,0.010474799,0.021511765,0.010474799,0.015626564,0.008022945,0,0,0,0,0,0.002114825,0.004119118,0.008022945,0.015626564,0.010474799,0.005377941,0.002761127,0.010755882,0.041899196,0.015626564,0,0,0,0,0.008459302,0.004119118,0.008022945,0.015626564,0.010474799,0.005377941,0.002761127,0,0.002761127,0.005377941,0.010474799,0,0,0,0.002114825,0.004119118,0.008022945,0.015626564,0.010474799,0.005377941,0.002761127,0,0.035710787,0,0.002761127,0.005377941,0,0,0,0,0.002114825,0.004119118,0.008022945,0.015626564,0.010474799,0.005377941,0.005522254,0,0.002761127,0.005377941,0.010474799,0,0,0,0,0,0.002114825,0.004119118,0.016045891,0.015626564,0.010474799,0.005377941,0.002761127,0.005377941,0.010474799,0.015626564,0,0,0,0,0,0,0.002114825,0.004119118,0.008022945,0.015626564,0.010474799,0.005377941,0.010474799,0.015626564,0.008022945,0,0,0,0,0,0,0,0.002114825,0.01647647,0.008022945,0.015626564,0.010474799,0.062506256,0.008022945,0.008238235,0,0,0,0,0,0,0,0,0.002114825,0.004119118,0.008022945,0.015626564,0.016045891,0.008238235,0.002114825,0,0,0,0,0,0,0,0,0,0.002114825,0.004119118,0.008022945,0.004119118,0.002114825,0
133,2.833,4.167,15,12.24126966,0,0,0,0,0,0,0,0,0,0,0,0,0.002392679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002392679,0.009320606,0.002392679,0,0,0,0,0,0,0,0,0,0,0,0.002392679,0.004660303,0.009077031,0.004660303,0.002392679,0,0,0,0,0,0,0,0,0,0.002392679,0.004660303,0.009077031,0.017679642,0.009077031,0.004660303,0,0,0,0,0,0,0,0,0.009570717,0.004660303,0.009077031,0.017679642,0.011851018,0.017679642,0.009077031,0,0,0,0,0,0,0,0.002392679,0.004660303,0.018154062,0.017679642,0.047404074,0.006084516,0.011851018,0.017679642,0,0,0,0,0,0,0.002392679,0.004660303,0.009077031,0.017679642,0.011851018,0.006084516,0.006247789,0.024338063,0.011851018,0,0,0,0,0,0.002392679,0.004660303,0.009077031,0.017679642,0.011851018,0.006084516,0.003123895,0,0.003123895,0.006084516,0,0,0,0,0.002392679,0.004660303,0.009077031,0.017679642,0.011851018,0.006084516,0.003123895,0,0.040402607,0,0.003123895,0,0,0,0,0,0.002392679,0.004660303,0.009077031,0.017679642,0.011851018,0.012169031,0.003123895,0,0.003123895,0.006084516,0,0,0,0,0,0,0.002392679,0.009320606,0.009077031,0.017679642,0.011851018,0.006084516,0.003123895,0.006084516,0.011851018,0,0,0,0,0,0,0,0.002392679,0.004660303,0.009077031,0.017679642,0.011851018,0.006084516,0.011851018,0.017679642,0,0,0,0,0,0,0,0,0.009570717,0.004660303,0.009077031,0.017679642,0.047404074,0.017679642,0.018154062,0,0,0,0,0,0,0,0,0,0.002392679,0.004660303,0.009077031,0.035359284,0.018154062,0.004660303,0,0,0,0,0,0,0,0,0,0,0.002392679,0.004660303,0.009077031,0.004660303,0.002392679
134,2.833,4.500,15,12.03117957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002619252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005238503,0.005101606,0.002619252,0,0,0,0,0,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.005101606,0,0,0,0,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.019353798,0.009936571,0,0,0,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.019353798,0.012973239,0.019353798,0,0,0,0,0,0,0,0,0.002619252,0.010203212,0.009936571,0.077415192,0.012973239,0.006660683,0.012973239,0,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.019353798,0.012973239,0.013321366,0.013678834,0.006660683,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.019353798,0.012973239,0.006660683,0.003419709,0,0.003419709,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.019353798,0.012973239,0.006660683,0.003419709,0,0.044228492,0,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.019353798,0.025946478,0.006660683,0.003419709,0,0.003419709,0,0,0,0,0,0,0,0.005238503,0.005101606,0.009936571,0.019353798,0.012973239,0.006660683,0.003419709,0.006660683,0,0,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.019353798,0.012973239,0.006660683,0.012973239,0,0,0,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.077415192,0.012973239,0.038707596,0,0,0,0,0,0,0,0,0,0,0.002619252,0.005101606,0.019873142,0.038707596,0.009936571,0,0,0,0,0,0,0,0,0,0,0,0.002619252,0.005101606,0.009936571,0.005101606
135,2.833,4.833,15,11.29117424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0,0,0,0,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0,0,0,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0.023600794,0,0,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0.023600794,0.015820085,0,0,0,0,0,0,0,0,0,0.00638804,0.006221102,0.048468206,0.023600794,0.015820085,0.008122303,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0.023600794,0.03164017,0.03248921,0.004170129,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0.023600794,0.015820085,0.008122303,0.004170129,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0.023600794,0.015820085,0.008122303,0.004170129,0,0.053933988,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0.047201588,0.015820085,0.008122303,0.004170129,0,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0.023600794,0.015820085,0.008122303,0.004170129,0,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052,0.023600794,0.015820085,0.008122303,0,0,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0.048468206,0.023600794,0.03164017,0,0,0,0,0,0,0,0,0,0,0,0.00319402,0.012442203,0.024234103,0.023600794,0,0,0,0,0,0,0,0,0,0,0,0,0.00319402,0.006221102,0.012117052
136,3.167,0.167,15,11.9523364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003498846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013273459,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0,0,0,0.025853168,0.026546918,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0,0,0.017329897,0.025853168,0.013273459,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0,0.008897466,0.017329897,0.025853168,0.013273459,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0.004568111,0.008897466,0.017329897,0.025853168,0.053093836,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0.004568111,0.017794931,0.017329897,0.025853168,0.013273459,0.006814821,0.003498846,0,0,0,0,0,0,0,0.059081253,0,0.004568111,0.008897466,0.017329897,0.025853168,0.013273459,0.006814821,0.003498846,0,0,0,0,0,0,0,0.004568111,0.008897466,0.017329897,0.025853168,0.013273459,0.006814821,0.006997692,0,0,0,0,0,0,0,0.004568111,0.008897466,0.017329897,0.025853168,0.013273459,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0.008897466,0.017329897,0.025853168,0.053093836,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0.017329897,0.025853168,0.013273459,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0,0.025853168,0.026546918,0.006814821,0.003498846,0,0,0,0,0,0,0,0,0,0,0
137,3.167,0.500,15,12.42850123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002776248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002776248,0.005407392,0.002776248,0,0,0,0,0,0,0,0,0,0,0,0,0.005407392,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0,0,0,0,0.010532162,0.0410277,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0,0,0,0.02051385,0.013750845,0.02051385,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0,0,0.013750845,0.007059919,0.013750845,0.02051385,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0,0.007059919,0.003624683,0.007059919,0.013750845,0.0820554,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0.003624683,0,0.007249367,0.007059919,0.013750845,0.02051385,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0.046879514,0,0.003624683,0.007059919,0.013750845,0.02051385,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0.003624683,0,0.003624683,0.007059919,0.013750845,0.02051385,0.010532162,0.010814784,0.002776248,0,0,0,0,0,0,0.007059919,0.003624683,0.007059919,0.013750845,0.02051385,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0.013750845,0.007059919,0.013750845,0.0820554,0.010532162,0.005407392,0.011104991,0,0,0,0,0,0,0,0,0.02051385,0.013750845,0.02051385,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0,0,0.010532162,0.0410277,0.010532162,0.005407392,0.002776248,0,0,0,0,0,0,0,0,0,0
138,3.167,0.833,15,13.02338522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002588437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002588437,0.005041587,0.002588437,0,0,0,0,0,0,0,0,0,0,0,0.002588437,0.005041587,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0,0,0,0,0,0.005041587,0.01963934,0.019126105,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0,0,0,0,0.00981967,0.019126105,0.012820612,0.019126105,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0,0,0,0.019126105,0.012820612,0.006582322,0.012820612,0.019126105,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0,0,0.012820612,0.006582322,0.003379477,0.006582322,0.051282447,0.019126105,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0,0.006582322,0.003379477,0,0.003379477,0.006582322,0.012820612,0.019126105,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0.003379477,0,0.043708154,0,0.003379477,0.006582322,0.012820612,0.019126105,0.00981967,0.005041587,0.005176874,0,0,0,0,0.006582322,0.003379477,0,0.003379477,0.006582322,0.012820612,0.019126105,0.01963934,0.005041587,0.002588437,0,0,0,0,0,0.012820612,0.006582322,0.003379477,0.006582322,0.012820612,0.019126105,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0,0.019126105,0.012820612,0.006582322,0.051282447,0.019126105,0.00981967,0.020166346,0.002588437,0,0,0,0,0,0,0,0.00981967,0.019126105,0.012820612,0.019126105,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0,0,0,0.005041587,0.01963934,0.019126105,0.00981967,0.005041587,0.002588437,0,0,0,0,0,0,0,0,0
139,3.167,1.167,15,12.00922798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002356946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002356946,0.004590705,0.002356946,0,0,0,0,0,0,0,0,0,0,0,0.002356946,0.004590705,0.008941472,0.004590705,0.002356946,0,0,0,0,0,0,0,0,0,0.002356946,0.009181409,0.008941472,0.017415609,0.008941472,0.004590705,0.004713893,0,0,0,0,0,0,0,0,0.004590705,0.008941472,0.017415609,0.011674032,0.017415609,0.008941472,0.004590705,0.002356946,0,0,0,0,0,0,0,0.008941472,0.017415609,0.011674032,0.005993648,0.011674032,0.017415609,0.008941472,0.004590705,0.002356946,0,0,0,0,0,0,0.017415609,0.011674032,0.005993648,0.003077241,0.023974591,0.011674032,0.017415609,0.008941472,0.004590705,0.002356946,0,0,0,0,0,0.011674032,0.005993648,0.006154483,0,0.003077241,0.005993648,0.011674032,0.017415609,0.008941472,0.004590705,0.002356946,0,0,0,0,0.005993648,0.003077241,0,0.039799222,0,0.003077241,0.005993648,0.011674032,0.017415609,0.008941472,0.009181409,0.002356946,0,0,0,0.011674032,0.005993648,0.003077241,0,0.003077241,0.005993648,0.011674032,0.034831217,0.008941472,0.004590705,0.002356946,0,0,0,0,0.017415609,0.011674032,0.005993648,0.003077241,0.005993648,0.011674032,0.017415609,0.008941472,0.004590705,0.002356946,0,0,0,0,0,0.008941472,0.017415609,0.011674032,0.023974591,0.011674032,0.017415609,0.035765886,0.004590705,0.009427785,0,0,0,0,0,0,0.004590705,0.008941472,0.017415609,0.011674032,0.017415609,0.008941472,0.004590705,0.002356946,0,0,0,0,0,0,0,0.002356946,0.009181409,0.008941472,0.017415609,0.008941472,0.004590705,0.002356946,0,0,0,0,0,0,0,0
